,MSP,PINCP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,"Now married, spouse present",$-9k-$-1k,-2.9,1.0,1.8,-7.6,4.7,0,,,,,
1,"Now married, spouse present",$0k-$49k,219.2,217.0,223.9,214.5,4.7,0,,,,,
2,"Now married, spouse present",$50k-$99k,83.9,86.0,88.6,79.1,4.7,0,,,,,
3,"Now married, spouse present",$100k-$149k,47.2,47.0,51.9,42.5,4.7,0,,,,,
4,"Now married, spouse present",$150k-$199k,17.2,29.0,21.9,12.5,4.7,0,,,,,
5,"Now married, spouse present",$200k-$249k,20.1,14.0,24.8,15.3,4.7,0,,,,,
6,"Now married, spouse present",$250k-$299k,16.4,11.0,21.1,11.7,4.7,0,,,,,
7,"Now married, spouse present",$300k-$349k,-7.0,2.0,-2.3,-11.7,4.7,0,,,,,
8,"Now married, spouse present",$350k-$399k,11.2,3.0,15.9,6.5,4.7,0,,,,,
9,"Now married, spouse present",$400k-$449k,3.7,8.0,8.4,-1.0,4.7,0,,,,,
10,"Now married, spouse present",$450k-$1499k,11.1,13.0,15.8,6.4,4.7,0,,,,,
11,"Now Married, spouse absent",$-9k-$-1k,7.3,0.0,12.0,2.6,4.7,0,,,,,
12,"Now Married, spouse absent",$0k-$49k,26.1,22.0,30.8,21.4,4.7,0,,,,,
13,"Now Married, spouse absent",$50k-$99k,-14.0,4.0,-9.3,-18.7,4.7,0,,,,,
14,"Now Married, spouse absent",$100k-$149k,1.1,1.0,5.9,-3.6,4.7,0,,,,,
15,"Now Married, spouse absent",$150k-$199k,0.4,0.0,5.1,-4.3,4.7,0,,,,,
16,"Now Married, spouse absent",$200k-$249k,0.9,1.0,5.6,-3.8,4.7,0,,,,,
17,"Now Married, spouse absent",$250k-$299k,3.6,1.0,8.3,-1.2,4.7,0,,,,,
18,"Now Married, spouse absent",$300k-$349k,-3.8,0.0,0.9,-8.5,4.7,0,,,,,
19,"Now Married, spouse absent",$350k-$399k,2.5,0.0,7.2,-2.2,4.7,0,,,,,
20,"Now Married, spouse absent",$400k-$449k,-10.6,0.0,-5.9,-15.3,4.7,0,,,,,
21,"Now Married, spouse absent",$450k-$1499k,-4.4,0.0,0.4,-9.1,4.7,0,,,,,
22,Widowed,$-9k-$-1k,-1.6,0.0,3.1,-6.3,4.7,0,,,,,
23,Widowed,$0k-$49k,50.4,49.0,55.1,45.7,4.7,0,,,,,
24,Widowed,$50k-$99k,6.8,7.0,11.5,2.1,4.7,0,,,,,
25,Widowed,$100k-$149k,6.3,3.0,11.0,1.6,4.7,0,,,,,
26,Widowed,$150k-$199k,-0.8,1.0,3.9,-5.5,4.7,0,,,,,
27,Widowed,$200k-$249k,2.1,0.0,6.8,-2.6,4.7,0,,,,,
28,Widowed,$250k-$299k,1.7,0.0,6.4,-3.0,4.7,0,,,,,
29,Widowed,$300k-$349k,-0.4,1.0,4.3,-5.1,4.7,0,,,,,
30,Widowed,$350k-$399k,-1.3,0.0,3.4,-6.1,4.7,0,,,,,
31,Widowed,$400k-$449k,10.4,0.0,15.1,5.7,4.7,0,,,,,
32,Widowed,$450k-$1499k,1.0,0.0,5.7,-3.8,4.7,0,,,,,
33,Divorced,$-9k-$-1k,2.6,0.0,7.3,-2.2,4.7,0,,,,,
34,Divorced,$0k-$49k,77.5,74.0,82.2,72.8,4.7,0,,,,,
35,Divorced,$50k-$99k,22.3,23.0,27.0,17.6,4.7,0,,,,,
36,Divorced,$100k-$149k,8.7,9.0,13.4,3.9,4.7,0,,,,,
37,Divorced,$150k-$199k,0.3,1.0,5.0,-4.5,4.7,0,,,,,
38,Divorced,$200k-$249k,16.4,1.0,21.2,11.7,4.7,0,,,,,
39,Divorced,$250k-$299k,-3.5,0.0,1.3,-8.2,4.7,0,,,,,
40,Divorced,$300k-$349k,9.6,1.0,14.4,4.9,4.7,0,,,,,
41,Divorced,$350k-$399k,0.4,1.0,5.1,-4.3,4.7,0,,,,,
42,Divorced,$400k-$449k,-0.5,0.0,4.2,-5.3,4.7,0,,,,,
43,Divorced,$450k-$1499k,-0.3,0.0,4.5,-5.0,4.7,0,,,,,
44,Separated,$-9k-$-1k,-0.2,0.0,4.5,-5.0,4.7,0,,,,,
45,Separated,$0k-$49k,3.2,12.0,7.9,-1.6,4.7,0,,,,,
46,Separated,$50k-$99k,-1.9,4.0,2.8,-6.6,4.7,0,,,,,
47,Separated,$100k-$149k,2.1,0.0,6.8,-2.6,4.7,0,,,,,
48,Separated,$150k-$199k,1.1,0.0,5.8,-3.7,4.7,0,,,,,
49,Separated,$200k-$249k,-9.6,0.0,-4.9,-14.3,4.7,0,,,,,
50,Separated,$250k-$299k,-1.7,0.0,3.0,-6.4,4.7,0,,,,,
51,Separated,$300k-$349k,-2.7,0.0,2.0,-7.4,4.7,0,,,,,
