,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
263,45-54,Never married,32.9,33.0,33.7,32.1,0.8,5,32.6,33.0,31.6,33.5,0.9
264,55-64,"Now married, spouse present",93.2,92.0,94.0,92.5,0.8,5,91.0,92.0,90.1,92.0,0.9
265,55-64,"Now Married, spouse absent",5.8,7.0,6.6,5.0,0.8,5,5.6,7.0,4.7,6.6,0.9
266,55-64,Widowed,8.5,8.0,9.3,7.7,0.8,5,8.7,8.0,7.7,9.6,0.9
267,55-64,Divorced,21.8,25.0,22.6,21.0,0.8,5,22.9,25.0,22.0,23.9,0.9
268,55-64,Separated,1.7,7.0,2.5,0.9,0.8,5,2.4,7.0,1.5,3.3,0.9
269,55-64,Never married,25.0,25.0,25.7,24.2,0.8,5,25.0,25.0,24.0,25.9,0.9
270,65-74,"Now married, spouse present",92.3,91.0,93.1,91.5,0.8,5,92.4,91.0,91.5,93.4,0.9
271,65-74,"Now Married, spouse absent",1.4,4.0,2.2,0.7,0.8,5,1.4,4.0,0.5,2.3,0.9
272,65-74,Widowed,25.9,24.0,26.7,25.1,0.8,5,24.7,24.0,23.7,25.6,0.9
273,65-74,Divorced,25.9,24.0,26.7,25.1,0.8,5,24.9,24.0,24.0,25.9,0.9
274,65-74,Separated,0.8,1.0,1.6,0.0,0.8,5,0.9,1.0,-0.1,1.8,0.9
275,65-74,Never married,17.2,17.0,18.0,16.4,0.8,5,17.3,17.0,16.3,18.2,0.9
276,75-84,"Now married, spouse present",16.7,20.0,17.5,15.9,0.8,5,18.7,20.0,17.8,19.7,0.9
277,75-84,"Now Married, spouse absent",2.1,2.0,2.9,1.3,0.8,5,3.8,2.0,2.8,4.7,0.9
278,75-84,Widowed,13.9,15.0,14.7,13.1,0.8,5,12.9,15.0,11.9,13.8,0.9
279,75-84,Divorced,15.7,13.0,16.5,15.0,0.8,5,12.2,13.0,11.3,13.2,0.9
280,75-84,Separated,0.2,0.0,1.0,-0.6,0.8,5,0.1,0.0,-0.9,1.0,0.9
281,75-84,Never married,1.5,3.0,2.3,0.8,0.8,5,1.3,3.0,0.3,2.2,0.9
282,85-99,"Now married, spouse present",3.2,4.0,3.9,2.4,0.8,5,3.0,4.0,2.1,3.9,0.9
283,85-99,"Now Married, spouse absent",-1.2,0.0,-0.4,-2.0,0.8,5,-1.2,0.0,-2.1,-0.2,0.9
284,85-99,Widowed,19.0,14.0,19.8,18.2,0.8,5,21.5,14.0,20.6,22.5,0.9
285,85-99,Divorced,2.6,3.0,3.4,1.8,0.8,5,-0.3,3.0,-1.2,0.7,0.9
286,85-99,Separated,5.1,1.0,5.8,4.3,0.8,5,4.2,1.0,3.2,5.1,0.9
287,85-99,Never married,3.6,0.0,4.4,2.8,0.8,5,5.1,0.0,4.2,6.0,0.9
288,15-24,"Now married, spouse present",6.5,4.0,7.2,5.8,0.7,6,6.7,4.0,5.9,7.5,0.8
289,15-24,"Now Married, spouse absent",4.5,2.0,5.2,3.8,0.7,6,2.8,2.0,2.0,3.6,0.8
290,15-24,Widowed,-0.8,0.0,-0.1,-1.5,0.7,6,-0.3,0.0,-1.0,0.5,0.8
291,15-24,Divorced,-1.1,0.0,-0.4,-1.8,0.7,6,-1.4,0.0,-2.2,-0.6,0.8
292,15-24,Separated,1.4,0.0,2.1,0.7,0.7,6,1.7,0.0,0.9,2.5,0.8
293,15-24,Never married,141.1,137.0,141.8,140.4,0.7,6,139.6,137.0,138.8,140.4,0.8
294,25-34,"Now married, spouse present",48.5,47.0,49.2,47.9,0.7,6,48.5,47.0,47.7,49.3,0.8
295,25-34,"Now Married, spouse absent",1.5,6.0,2.1,0.8,0.7,6,0.5,6.0,-0.3,1.3,0.8
296,25-34,Widowed,-0.3,0.0,0.3,-1.0,0.7,6,-0.0,0.0,-0.8,0.8,0.8
297,25-34,Divorced,2.9,2.0,3.6,2.3,0.7,6,3.6,2.0,2.8,4.4,0.8
298,25-34,Separated,0.9,1.0,1.5,0.2,0.7,6,0.9,1.0,0.1,1.7,0.8
299,25-34,Never married,101.2,102.0,101.9,100.6,0.7,6,101.3,102.0,100.5,102.0,0.8
300,35-44,"Now married, spouse present",85.1,84.0,85.7,84.4,0.7,6,85.8,84.0,85.1,86.6,0.8
301,35-44,"Now Married, spouse absent",6.5,8.0,7.2,5.9,0.7,6,6.1,8.0,5.3,6.9,0.8
302,35-44,Widowed,-0.2,0.0,0.4,-0.9,0.7,6,0.0,0.0,-0.8,0.8,0.8
303,35-44,Divorced,10.6,10.0,11.2,9.9,0.7,6,10.7,10.0,9.9,11.5,0.8
304,35-44,Separated,6.0,7.0,6.7,5.4,0.7,6,6.3,7.0,5.6,7.1,0.8
305,35-44,Never married,44.9,43.0,45.6,44.2,0.7,6,44.9,43.0,44.2,45.7,0.8
306,45-54,"Now married, spouse present",80.2,82.0,80.9,79.5,0.7,6,80.3,82.0,79.5,81.0,0.8
307,45-54,"Now Married, spouse absent",2.8,4.0,3.5,2.1,0.7,6,2.2,4.0,1.4,3.0,0.8
308,45-54,Widowed,3.7,3.0,4.4,3.0,0.7,6,3.2,3.0,2.4,4.0,0.8
309,45-54,Divorced,17.5,18.0,18.2,16.9,0.7,6,17.3,18.0,16.5,18.1,0.8
310,45-54,Separated,9.2,7.0,9.8,8.5,0.7,6,10.0,7.0,9.2,10.8,0.8
311,45-54,Never married,32.6,33.0,33.2,31.9,0.7,6,32.9,33.0,32.1,33.7,0.8
312,55-64,"Now married, spouse present",92.1,92.0,92.7,91.4,0.7,6,93.2,92.0,92.5,94.0,0.8
313,55-64,"Now Married, spouse absent",6.0,7.0,6.6,5.3,0.7,6,5.8,7.0,5.0,6.6,0.8
314,55-64,Widowed,8.5,8.0,9.2,7.9,0.7,6,8.5,8.0,7.7,9.3,0.8
315,55-64,Divorced,21.1,25.0,21.7,20.4,0.7,6,21.8,25.0,21.0,22.6,0.8
316,55-64,Separated,2.1,7.0,2.7,1.4,0.7,6,1.7,7.0,0.9,2.5,0.8
317,55-64,Never married,24.4,25.0,25.1,23.7,0.7,6,25.0,25.0,24.2,25.7,0.8
318,65-74,"Now married, spouse present",91.3,91.0,92.0,90.6,0.7,6,92.3,91.0,91.5,93.1,0.8
319,65-74,"Now Married, spouse absent",0.8,4.0,1.5,0.2,0.7,6,1.4,4.0,0.7,2.2,0.8
320,65-74,Widowed,24.9,24.0,25.6,24.2,0.7,6,25.9,24.0,25.1,26.7,0.8
321,65-74,Divorced,25.6,24.0,26.3,25.0,0.7,6,25.9,24.0,25.1,26.7,0.8
322,65-74,Separated,-0.4,1.0,0.3,-1.1,0.7,6,0.8,1.0,0.0,1.6,0.8
323,65-74,Never married,18.2,17.0,18.9,17.5,0.7,6,17.2,17.0,16.4,18.0,0.8
324,75-84,"Now married, spouse present",16.6,20.0,17.3,15.9,0.7,6,16.7,20.0,15.9,17.5,0.8
325,75-84,"Now Married, spouse absent",1.0,2.0,1.7,0.4,0.7,6,2.1,2.0,1.3,2.9,0.8
326,75-84,Widowed,14.1,15.0,14.7,13.4,0.7,6,13.9,15.0,13.1,14.7,0.8
327,75-84,Divorced,15.9,13.0,16.6,15.2,0.7,6,15.7,13.0,15.0,16.5,0.8
328,75-84,Separated,-0.2,0.0,0.4,-0.9,0.7,6,0.2,0.0,-0.6,1.0,0.8
329,75-84,Never married,1.0,3.0,1.6,0.3,0.7,6,1.5,3.0,0.8,2.3,0.8
330,85-99,"Now married, spouse present",3.7,4.0,4.4,3.1,0.7,6,3.2,4.0,2.4,3.9,0.8
331,85-99,"Now Married, spouse absent",-1.2,0.0,-0.5,-1.8,0.7,6,-1.2,0.0,-2.0,-0.4,0.8
332,85-99,Widowed,18.1,14.0,18.8,17.4,0.7,6,19.0,14.0,18.2,19.8,0.8
333,85-99,Divorced,3.1,3.0,3.7,2.4,0.7,6,2.6,3.0,1.8,3.4,0.8
334,85-99,Separated,4.6,1.0,5.3,3.9,0.7,6,5.1,1.0,4.3,5.8,0.8
335,85-99,Never married,3.0,0.0,3.7,2.4,0.7,6,3.6,0.0,2.8,4.4,0.8
