,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
256,35-44,Separated,6.5,7.0,7.2,5.7,0.8,5,6.3,7.0,5.4,7.3,0.9
257,35-44,Never married,42.3,43.0,43.1,41.5,0.8,5,41.8,43.0,40.8,42.7,0.9
258,45-54,"Now married, spouse present",81.3,82.0,82.1,80.6,0.8,5,82.2,82.0,81.2,83.1,0.9
259,45-54,"Now Married, spouse absent",1.3,4.0,2.1,0.5,0.8,5,1.4,4.0,0.5,2.3,0.9
260,45-54,Widowed,4.4,3.0,5.2,3.6,0.8,5,4.8,3.0,3.8,5.7,0.9
261,45-54,Divorced,19.3,18.0,20.1,18.5,0.8,5,20.3,18.0,19.3,21.2,0.9
262,45-54,Separated,6.9,7.0,7.7,6.1,0.8,5,7.8,7.0,6.8,8.7,0.9
263,45-54,Never married,32.9,33.0,33.7,32.1,0.8,5,32.5,33.0,31.6,33.4,0.9
264,55-64,"Now married, spouse present",91.2,92.0,92.0,90.5,0.8,5,92.5,92.0,91.6,93.4,0.9
265,55-64,"Now Married, spouse absent",5.6,7.0,6.4,4.8,0.8,5,7.0,7.0,6.0,7.9,0.9
266,55-64,Widowed,7.2,8.0,8.0,6.4,0.8,5,7.4,8.0,6.5,8.4,0.9
267,55-64,Divorced,25.3,25.0,26.0,24.5,0.8,5,25.2,25.0,24.2,26.1,0.9
268,55-64,Separated,7.4,7.0,8.2,6.6,0.8,5,6.1,7.0,5.1,7.0,0.9
269,55-64,Never married,24.1,25.0,24.9,23.4,0.8,5,23.9,25.0,22.9,24.8,0.9
270,65-74,"Now married, spouse present",93.1,91.0,93.8,92.3,0.8,5,93.2,91.0,92.3,94.2,0.9
271,65-74,"Now Married, spouse absent",6.6,4.0,7.4,5.8,0.8,5,5.6,4.0,4.7,6.6,0.9
272,65-74,Widowed,23.1,24.0,23.8,22.3,0.8,5,22.0,24.0,21.1,23.0,0.9
273,65-74,Divorced,21.6,24.0,22.4,20.8,0.8,5,21.3,24.0,20.4,22.3,0.9
274,65-74,Separated,3.2,1.0,4.0,2.4,0.8,5,2.9,1.0,2.0,3.9,0.9
275,65-74,Never married,18.0,17.0,18.8,17.2,0.8,5,18.6,17.0,17.7,19.5,0.9
276,75-84,"Now married, spouse present",19.3,20.0,20.0,18.5,0.8,5,19.3,20.0,18.3,20.2,0.9
277,75-84,"Now Married, spouse absent",2.1,2.0,2.9,1.3,0.8,5,2.0,2.0,1.1,3.0,0.9
278,75-84,Widowed,16.1,15.0,16.9,15.3,0.8,5,16.1,15.0,15.2,17.0,0.9
279,75-84,Divorced,12.9,13.0,13.7,12.1,0.8,5,13.2,13.0,12.3,14.2,0.9
280,75-84,Separated,3.0,0.0,3.8,2.2,0.8,5,2.7,0.0,1.8,3.7,0.9
281,75-84,Never married,2.5,3.0,3.3,1.7,0.8,5,-0.2,3.0,-1.1,0.7,0.9
282,85-99,"Now married, spouse present",1.6,4.0,2.4,0.8,0.8,5,1.7,4.0,0.7,2.6,0.9
283,85-99,"Now Married, spouse absent",-0.6,0.0,0.1,-1.4,0.8,5,-0.4,0.0,-1.3,0.5,0.9
284,85-99,Widowed,14.0,14.0,14.8,13.2,0.8,5,13.3,14.0,12.3,14.2,0.9
285,85-99,Divorced,2.2,3.0,3.0,1.4,0.8,5,2.0,3.0,1.0,2.9,0.9
286,85-99,Separated,-0.7,1.0,0.1,-1.5,0.8,5,-1.1,1.0,-2.0,-0.2,0.9
287,85-99,Never married,-1.7,0.0,-0.9,-2.5,0.8,5,-1.2,0.0,-2.2,-0.3,0.9
288,15-24,"Now married, spouse present",2.6,4.0,3.3,2.0,0.7,6,1.9,4.0,1.1,2.7,0.8
289,15-24,"Now Married, spouse absent",4.5,2.0,5.2,3.9,0.7,6,4.5,2.0,3.7,5.3,0.8
290,15-24,Widowed,-1.9,0.0,-1.2,-2.6,0.7,6,-2.3,0.0,-3.0,-1.5,0.8
291,15-24,Divorced,1.8,0.0,2.4,1.1,0.7,6,1.9,0.0,1.1,2.7,0.8
292,15-24,Separated,-1.9,0.0,-1.3,-2.6,0.7,6,-0.4,0.0,-1.2,0.4,0.8
293,15-24,Never married,134.7,137.0,135.4,134.1,0.7,6,134.3,137.0,133.5,135.0,0.8
294,25-34,"Now married, spouse present",49.0,47.0,49.7,48.4,0.7,6,49.1,47.0,48.4,49.9,0.8
295,25-34,"Now Married, spouse absent",5.9,6.0,6.6,5.3,0.7,6,6.4,6.0,5.6,7.2,0.8
296,25-34,Widowed,-1.9,0.0,-1.2,-2.5,0.7,6,-1.9,0.0,-2.7,-1.1,0.8
297,25-34,Divorced,2.3,2.0,2.9,1.6,0.7,6,0.7,2.0,-0.1,1.5,0.8
298,25-34,Separated,1.4,1.0,2.1,0.7,0.7,6,1.8,1.0,1.0,2.6,0.8
299,25-34,Never married,103.9,102.0,104.6,103.3,0.7,6,104.0,102.0,103.2,104.8,0.8
300,35-44,"Now married, spouse present",85.0,84.0,85.7,84.3,0.7,6,85.1,84.0,84.3,85.9,0.8
301,35-44,"Now Married, spouse absent",8.5,8.0,9.2,7.8,0.7,6,7.8,8.0,7.0,8.6,0.8
302,35-44,Widowed,1.2,0.0,1.9,0.6,0.7,6,0.9,0.0,0.1,1.7,0.8
303,35-44,Divorced,9.4,10.0,10.1,8.7,0.7,6,10.9,10.0,10.1,11.6,0.8
304,35-44,Separated,6.5,7.0,7.1,5.8,0.7,6,6.5,7.0,5.7,7.2,0.8
305,35-44,Never married,42.3,43.0,42.9,41.6,0.7,6,42.3,43.0,41.5,43.1,0.8
306,45-54,"Now married, spouse present",80.2,82.0,80.9,79.5,0.7,6,81.3,82.0,80.6,82.1,0.8
307,45-54,"Now Married, spouse absent",1.6,4.0,2.3,1.0,0.7,6,1.3,4.0,0.5,2.1,0.8
308,45-54,Widowed,5.8,3.0,6.4,5.1,0.7,6,4.4,3.0,3.6,5.2,0.8
309,45-54,Divorced,17.9,18.0,18.6,17.2,0.7,6,19.3,18.0,18.5,20.1,0.8
310,45-54,Separated,7.1,7.0,7.8,6.4,0.7,6,6.9,7.0,6.1,7.7,0.8
311,45-54,Never married,33.2,33.0,33.9,32.6,0.7,6,32.9,33.0,32.1,33.7,0.8
312,55-64,"Now married, spouse present",91.0,92.0,91.7,90.4,0.7,6,91.2,92.0,90.5,92.0,0.8
313,55-64,"Now Married, spouse absent",5.8,7.0,6.4,5.1,0.7,6,5.6,7.0,4.8,6.4,0.8
314,55-64,Widowed,6.9,8.0,7.6,6.2,0.7,6,7.2,8.0,6.4,8.0,0.8
315,55-64,Divorced,26.2,25.0,26.8,25.5,0.7,6,25.3,25.0,24.5,26.0,0.8
316,55-64,Separated,7.6,7.0,8.3,6.9,0.7,6,7.4,7.0,6.6,8.2,0.8
317,55-64,Never married,23.5,25.0,24.2,22.8,0.7,6,24.1,25.0,23.4,24.9,0.8
318,65-74,"Now married, spouse present",92.5,91.0,93.2,91.8,0.7,6,93.1,91.0,92.3,93.8,0.8
319,65-74,"Now Married, spouse absent",6.1,4.0,6.8,5.4,0.7,6,6.6,4.0,5.8,7.4,0.8
320,65-74,Widowed,23.3,24.0,24.0,22.7,0.7,6,23.1,24.0,22.3,23.8,0.8
321,65-74,Divorced,21.9,24.0,22.6,21.3,0.7,6,21.6,24.0,20.8,22.4,0.8
322,65-74,Separated,2.9,1.0,3.6,2.2,0.7,6,3.2,1.0,2.4,4.0,0.8
323,65-74,Never married,18.9,17.0,19.5,18.2,0.7,6,18.0,17.0,17.2,18.8,0.8
324,75-84,"Now married, spouse present",19.4,20.0,20.1,18.7,0.7,6,19.3,20.0,18.5,20.0,0.8
325,75-84,"Now Married, spouse absent",1.6,2.0,2.3,1.0,0.7,6,2.1,2.0,1.3,2.9,0.8
326,75-84,Widowed,14.7,15.0,15.3,14.0,0.7,6,16.1,15.0,15.3,16.9,0.8
327,75-84,Divorced,13.0,13.0,13.6,12.3,0.7,6,12.9,13.0,12.1,13.7,0.8
328,75-84,Separated,1.8,0.0,2.5,1.2,0.7,6,3.0,0.0,2.2,3.8,0.8
329,75-84,Never married,2.8,3.0,3.5,2.1,0.7,6,2.5,3.0,1.7,3.3,0.8
330,85-99,"Now married, spouse present",2.0,4.0,2.6,1.3,0.7,6,1.6,4.0,0.8,2.4,0.8
331,85-99,"Now Married, spouse absent",-0.1,0.0,0.6,-0.7,0.7,6,-0.6,0.0,-1.4,0.1,0.8
332,85-99,Widowed,14.2,14.0,14.9,13.5,0.7,6,14.0,14.0,13.2,14.8,0.8
333,85-99,Divorced,2.3,3.0,2.9,1.6,0.7,6,2.2,3.0,1.4,3.0,0.8
334,85-99,Separated,-0.2,1.0,0.4,-0.9,0.7,6,-0.7,1.0,-1.5,0.1,0.8
335,85-99,Never married,-1.6,0.0,-1.0,-2.3,0.7,6,-1.7,0.0,-2.5,-0.9,0.8
