,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
261,45-54,Divorced,22.2,21.0,23.0,21.4,0.8,5,23.3,21.0,22.3,24.2,0.9
262,45-54,Separated,9.9,5.0,10.7,9.1,0.8,5,9.7,5.0,8.8,10.7,0.9
263,45-54,Never married,33.3,34.0,34.1,32.5,0.8,5,32.7,34.0,31.7,33.6,0.9
264,55-64,"Now married, spouse present",77.3,77.0,78.1,76.5,0.8,5,76.8,77.0,75.8,77.7,0.9
265,55-64,"Now Married, spouse absent",7.0,6.0,7.8,6.2,0.8,5,7.6,6.0,6.7,8.6,0.9
266,55-64,Widowed,9.7,11.0,10.4,8.9,0.8,5,9.7,11.0,8.8,10.6,0.9
267,55-64,Divorced,32.8,34.0,33.6,32.0,0.8,5,32.6,34.0,31.7,33.6,0.9
268,55-64,Separated,2.2,4.0,3.0,1.4,0.8,5,3.1,4.0,2.1,4.0,0.9
269,55-64,Never married,23.4,27.0,24.2,22.6,0.8,5,22.7,27.0,21.8,23.6,0.9
270,65-74,"Now married, spouse present",77.3,75.0,78.1,76.5,0.8,5,78.5,75.0,77.5,79.4,0.9
271,65-74,"Now Married, spouse absent",2.4,4.0,3.2,1.6,0.8,5,3.5,4.0,2.6,4.4,0.9
272,65-74,Widowed,15.4,16.0,16.2,14.6,0.8,5,14.3,16.0,13.4,15.2,0.9
273,65-74,Divorced,16.7,17.0,17.5,15.9,0.8,5,16.6,17.0,15.6,17.5,0.9
274,65-74,Separated,5.2,4.0,6.0,4.4,0.8,5,5.8,4.0,4.9,6.8,0.9
275,65-74,Never married,18.4,17.0,19.2,17.6,0.8,5,18.1,17.0,17.2,19.0,0.9
276,75-84,"Now married, spouse present",39.8,40.0,40.6,39.1,0.8,5,39.8,40.0,38.9,40.8,0.9
277,75-84,"Now Married, spouse absent",2.2,3.0,3.0,1.4,0.8,5,2.9,3.0,2.0,3.9,0.9
278,75-84,Widowed,11.7,15.0,12.5,10.9,0.8,5,11.6,15.0,10.6,12.5,0.9
279,75-84,Divorced,11.5,12.0,12.2,10.7,0.8,5,11.6,12.0,10.7,12.6,0.9
280,75-84,Separated,1.4,1.0,2.2,0.6,0.8,5,1.2,1.0,0.2,2.1,0.9
281,75-84,Never married,1.1,3.0,1.9,0.3,0.8,5,1.2,3.0,0.3,2.2,0.9
282,85-99,"Now married, spouse present",12.1,11.0,12.9,11.3,0.8,5,10.7,11.0,9.7,11.6,0.9
283,85-99,"Now Married, spouse absent",4.1,0.0,4.9,3.3,0.8,5,3.2,0.0,2.3,4.1,0.9
284,85-99,Widowed,10.8,16.0,11.5,10.0,0.8,5,10.1,16.0,9.2,11.1,0.9
285,85-99,Divorced,3.5,2.0,4.3,2.7,0.8,5,3.3,2.0,2.4,4.2,0.9
286,85-99,Separated,4.4,0.0,5.1,3.6,0.8,5,3.9,0.0,2.9,4.8,0.9
287,85-99,Never married,0.1,3.0,0.9,-0.6,0.8,5,-0.5,3.0,-1.4,0.5,0.9
288,15-24,"Now married, spouse present",-0.2,2.0,0.5,-0.9,0.7,6,-0.4,2.0,-1.1,0.4,0.8
289,15-24,"Now Married, spouse absent",-2.6,1.0,-2.0,-3.3,0.7,6,-2.2,1.0,-3.0,-1.4,0.8
290,15-24,Widowed,-1.9,0.0,-1.2,-2.6,0.7,6,-2.7,0.0,-3.5,-1.9,0.8
291,15-24,Divorced,1.4,0.0,2.0,0.7,0.7,6,0.4,0.0,-0.3,1.2,0.8
292,15-24,Separated,-1.7,0.0,-1.0,-2.4,0.7,6,-1.0,0.0,-1.8,-0.2,0.8
293,15-24,Never married,141.9,140.0,142.6,141.2,0.7,6,140.0,140.0,139.2,140.7,0.8
294,25-34,"Now married, spouse present",49.6,49.0,50.3,48.9,0.7,6,48.8,49.0,48.0,49.6,0.8
295,25-34,"Now Married, spouse absent",5.7,5.0,6.4,5.0,0.7,6,5.6,5.0,4.8,6.4,0.8
296,25-34,Widowed,-0.1,0.0,0.6,-0.7,0.7,6,-0.5,0.0,-1.3,0.3,0.8
297,25-34,Divorced,4.3,5.0,4.9,3.6,0.7,6,4.7,5.0,4.0,5.5,0.8
298,25-34,Separated,3.1,2.0,3.8,2.5,0.7,6,3.1,2.0,2.3,3.9,0.8
299,25-34,Never married,114.9,114.0,115.6,114.3,0.7,6,115.1,114.0,114.3,115.9,0.8
300,35-44,"Now married, spouse present",72.4,72.0,73.1,71.7,0.7,6,73.1,72.0,72.3,73.9,0.8
301,35-44,"Now Married, spouse absent",5.2,6.0,5.9,4.5,0.7,6,4.1,6.0,3.3,4.9,0.8
302,35-44,Widowed,2.0,2.0,2.6,1.3,0.7,6,1.7,2.0,1.0,2.5,0.8
303,35-44,Divorced,8.8,10.0,9.5,8.1,0.7,6,8.2,10.0,7.4,9.0,0.8
304,35-44,Separated,3.4,4.0,4.0,2.7,0.7,6,3.0,4.0,2.2,3.8,0.8
305,35-44,Never married,37.0,38.0,37.7,36.3,0.7,6,37.4,38.0,36.6,38.1,0.8
306,45-54,"Now married, spouse present",86.9,86.0,87.6,86.3,0.7,6,87.2,86.0,86.4,88.0,0.8
307,45-54,"Now Married, spouse absent",7.1,6.0,7.8,6.4,0.7,6,7.5,6.0,6.7,8.3,0.8
308,45-54,Widowed,-0.7,0.0,0.0,-1.3,0.7,6,-0.5,0.0,-1.3,0.2,0.8
309,45-54,Divorced,22.6,21.0,23.3,21.9,0.7,6,22.2,21.0,21.4,23.0,0.8
310,45-54,Separated,9.1,5.0,9.8,8.4,0.7,6,9.9,5.0,9.1,10.7,0.8
311,45-54,Never married,33.4,34.0,34.1,32.7,0.7,6,33.3,34.0,32.5,34.1,0.8
312,55-64,"Now married, spouse present",76.6,77.0,77.2,75.9,0.7,6,77.3,77.0,76.5,78.1,0.8
313,55-64,"Now Married, spouse absent",5.8,6.0,6.5,5.1,0.7,6,7.0,6.0,6.2,7.8,0.8
314,55-64,Widowed,9.7,11.0,10.4,9.0,0.7,6,9.7,11.0,8.9,10.4,0.8
315,55-64,Divorced,33.4,34.0,34.0,32.7,0.7,6,32.8,34.0,32.0,33.6,0.8
316,55-64,Separated,1.8,4.0,2.4,1.1,0.7,6,2.2,4.0,1.4,3.0,0.8
317,55-64,Never married,24.4,27.0,25.1,23.8,0.7,6,23.4,27.0,22.6,24.2,0.8
318,65-74,"Now married, spouse present",76.6,75.0,77.3,76.0,0.7,6,77.3,75.0,76.5,78.1,0.8
319,65-74,"Now Married, spouse absent",3.1,4.0,3.8,2.4,0.7,6,2.4,4.0,1.6,3.2,0.8
320,65-74,Widowed,13.8,16.0,14.5,13.1,0.7,6,15.4,16.0,14.6,16.2,0.8
321,65-74,Divorced,14.5,17.0,15.1,13.8,0.7,6,16.7,17.0,15.9,17.5,0.8
322,65-74,Separated,5.7,4.0,6.3,5.0,0.7,6,5.2,4.0,4.4,6.0,0.8
323,65-74,Never married,18.0,17.0,18.7,17.3,0.7,6,18.4,17.0,17.6,19.2,0.8
324,75-84,"Now married, spouse present",38.2,40.0,38.8,37.5,0.7,6,39.8,40.0,39.1,40.6,0.8
325,75-84,"Now Married, spouse absent",2.5,3.0,3.1,1.8,0.7,6,2.2,3.0,1.4,3.0,0.8
326,75-84,Widowed,12.5,15.0,13.2,11.9,0.7,6,11.7,15.0,10.9,12.5,0.8
327,75-84,Divorced,9.6,12.0,10.2,8.9,0.7,6,11.5,12.0,10.7,12.2,0.8
328,75-84,Separated,1.2,1.0,1.9,0.6,0.7,6,1.4,1.0,0.6,2.2,0.8
329,75-84,Never married,1.1,3.0,1.8,0.4,0.7,6,1.1,3.0,0.3,1.9,0.8
330,85-99,"Now married, spouse present",12.9,11.0,13.5,12.2,0.7,6,12.1,11.0,11.3,12.9,0.8
331,85-99,"Now Married, spouse absent",4.5,0.0,5.2,3.8,0.7,6,4.1,0.0,3.3,4.9,0.8
332,85-99,Widowed,9.2,16.0,9.9,8.5,0.7,6,10.8,16.0,10.0,11.5,0.8
333,85-99,Divorced,2.3,2.0,3.0,1.7,0.7,6,3.5,2.0,2.7,4.3,0.8
334,85-99,Separated,2.2,0.0,2.9,1.6,0.7,6,4.4,0.0,3.6,5.1,0.8
335,85-99,Never married,1.0,3.0,1.7,0.3,0.7,6,0.1,3.0,-0.6,0.9,0.8
