,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
90,85-99,"Now married, spouse present",4.0,6.0,6.4,1.7,2.4,1,-2.8,6.0,-7.6,1.9,4.7
91,85-99,"Now Married, spouse absent",-2.5,2.0,-0.1,-4.8,2.4,1,-3.9,2.0,-8.6,0.8,4.7
92,85-99,Widowed,16.7,16.0,19.1,14.4,2.4,1,18.1,16.0,13.4,22.8,4.7
93,85-99,Divorced,4.1,3.0,6.5,1.8,2.4,1,4.1,3.0,-0.7,8.8,4.7
94,85-99,Separated,-4.8,0.0,-2.4,-7.1,2.4,1,-9.6,0.0,-14.3,-4.9,4.7
95,85-99,Never married,-1.5,0.0,0.8,-3.9,2.4,1,-1.7,0.0,-6.4,3.0,4.7
96,15-24,"Now married, spouse present",1.5,5.0,3.1,-0.1,1.6,2,2.1,5.0,-0.3,4.4,2.4
97,15-24,"Now Married, spouse absent",3.4,2.0,4.9,1.8,1.6,2,3.6,2.0,1.3,6.0,2.4
98,15-24,Widowed,-1.3,0.0,0.2,-2.9,1.6,2,-1.1,0.0,-3.5,1.3,2.4
99,15-24,Divorced,0.4,0.0,2.0,-1.2,1.6,2,0.1,0.0,-2.2,2.5,2.4
100,15-24,Separated,-3.6,0.0,-2.0,-5.2,1.6,2,-6.0,0.0,-8.4,-3.7,2.4
101,15-24,Never married,117.5,116.0,119.1,116.0,1.6,2,121.6,116.0,119.3,124.0,2.4
102,25-34,"Now married, spouse present",39.8,43.0,41.4,38.2,1.6,2,38.9,43.0,36.5,41.2,2.4
103,25-34,"Now Married, spouse absent",3.4,2.0,5.0,1.9,1.6,2,5.9,2.0,3.5,8.2,2.4
104,25-34,Widowed,-6.1,0.0,-4.5,-7.6,1.6,2,-2.2,0.0,-4.6,0.1,2.4
105,25-34,Divorced,0.7,4.0,2.3,-0.8,1.6,2,5.6,4.0,3.2,7.9,2.4
106,25-34,Separated,-0.5,0.0,1.1,-2.0,1.6,2,-1.1,0.0,-3.4,1.3,2.4
107,25-34,Never married,120.9,118.0,122.5,119.3,1.6,2,125.3,118.0,123.0,127.7,2.4
108,35-44,"Now married, spouse present",76.3,79.0,77.9,74.7,1.6,2,70.4,79.0,68.0,72.7,2.4
109,35-44,"Now Married, spouse absent",8.5,10.0,10.1,6.9,1.6,2,5.4,10.0,3.1,7.8,2.4
110,35-44,Widowed,2.5,0.0,4.1,0.9,1.6,2,0.9,0.0,-1.5,3.2,2.4
111,35-44,Divorced,12.1,13.0,13.7,10.6,1.6,2,13.5,13.0,11.1,15.8,2.4
112,35-44,Separated,4.8,3.0,6.4,3.2,1.6,2,6.4,3.0,4.1,8.8,2.4
113,35-44,Never married,40.3,40.0,41.9,38.7,1.6,2,41.7,40.0,39.3,44.0,2.4
114,45-54,"Now married, spouse present",88.0,91.0,89.6,86.5,1.6,2,86.4,91.0,84.0,88.8,2.4
115,45-54,"Now Married, spouse absent",6.4,6.0,8.0,4.8,1.6,2,7.0,6.0,4.6,9.3,2.4
116,45-54,Widowed,2.4,3.0,4.0,0.8,1.6,2,1.0,3.0,-1.3,3.4,2.4
117,45-54,Divorced,15.4,16.0,16.9,13.8,1.6,2,14.5,16.0,12.1,16.8,2.4
118,45-54,Separated,9.4,9.0,11.0,7.8,1.6,2,9.0,9.0,6.6,11.3,2.4
119,45-54,Never married,32.0,34.0,33.6,30.4,1.6,2,33.0,34.0,30.6,35.4,2.4
120,55-64,"Now married, spouse present",86.5,87.0,88.1,85.0,1.6,2,85.7,87.0,83.4,88.1,2.4
121,55-64,"Now Married, spouse absent",5.6,3.0,7.2,4.0,1.6,2,7.8,3.0,5.4,10.1,2.4
122,55-64,Widowed,12.7,11.0,14.2,11.1,1.6,2,14.0,11.0,11.6,16.3,2.4
123,55-64,Divorced,37.3,33.0,38.8,35.7,1.6,2,33.1,33.0,30.7,35.4,2.4
124,55-64,Separated,-4.4,2.0,-2.9,-6.0,1.6,2,-7.0,2.0,-9.4,-4.7,2.4
125,55-64,Never married,23.8,19.0,25.4,22.3,1.6,2,26.9,19.0,24.5,29.3,2.4
126,65-74,"Now married, spouse present",85.9,88.0,87.5,84.4,1.6,2,84.5,88.0,82.1,86.8,2.4
127,65-74,"Now Married, spouse absent",0.2,3.0,1.8,-1.4,1.6,2,4.8,3.0,2.5,7.2,2.4
128,65-74,Widowed,13.1,12.0,14.6,11.5,1.6,2,13.3,12.0,11.0,15.7,2.4
129,65-74,Divorced,34.9,34.0,36.5,33.3,1.6,2,34.0,34.0,31.7,36.4,2.4
130,65-74,Separated,4.7,2.0,6.3,3.1,1.6,2,2.2,2.0,-0.1,4.6,2.4
131,65-74,Never married,17.6,17.0,19.2,16.0,1.6,2,17.0,17.0,14.6,19.4,2.4
132,75-84,"Now married, spouse present",27.9,32.0,29.4,26.3,1.6,2,27.0,32.0,24.6,29.4,2.4
133,75-84,"Now Married, spouse absent",4.7,1.0,6.3,3.1,1.6,2,6.9,1.0,4.5,9.2,2.4
134,75-84,Widowed,21.1,19.0,22.6,19.5,1.6,2,21.6,19.0,19.2,23.9,2.4
135,75-84,Divorced,3.9,7.0,5.5,2.4,1.6,2,5.2,7.0,2.8,7.5,2.4
136,75-84,Separated,-0.3,1.0,1.3,-1.9,1.6,2,-0.6,1.0,-2.9,1.8,2.4
137,75-84,Never married,6.9,8.0,8.4,5.3,1.6,2,7.0,8.0,4.7,9.4,2.4
138,85-99,"Now married, spouse present",7.8,6.0,9.4,6.2,1.6,2,4.0,6.0,1.7,6.4,2.4
139,85-99,"Now Married, spouse absent",-0.2,2.0,1.3,-1.8,1.6,2,-2.5,2.0,-4.8,-0.1,2.4
140,85-99,Widowed,16.5,16.0,18.1,15.0,1.6,2,16.7,16.0,14.4,19.1,2.4
141,85-99,Divorced,2.5,3.0,4.1,0.9,1.6,2,4.1,3.0,1.8,6.5,2.4
142,85-99,Separated,-0.6,0.0,0.9,-2.2,1.6,2,-4.8,0.0,-7.1,-2.4,2.4
143,85-99,Never married,1.0,0.0,2.6,-0.5,1.6,2,-1.5,0.0,-3.9,0.8,2.4
144,15-24,"Now married, spouse present",2.6,5.0,3.8,1.5,1.2,3,1.5,5.0,-0.1,3.1,1.6
145,15-24,"Now Married, spouse absent",3.7,2.0,4.9,2.5,1.2,3,3.4,2.0,1.8,4.9,1.6
146,15-24,Widowed,-1.5,0.0,-0.4,-2.7,1.2,3,-1.3,0.0,-2.9,0.2,1.6
147,15-24,Divorced,0.6,0.0,1.8,-0.6,1.2,3,0.4,0.0,-1.2,2.0,1.6
148,15-24,Separated,-1.8,0.0,-0.6,-3.0,1.2,3,-3.6,0.0,-5.2,-2.0,1.6
149,15-24,Never married,117.2,116.0,118.4,116.0,1.2,3,117.5,116.0,116.0,119.1,1.6
150,25-34,"Now married, spouse present",40.7,43.0,41.8,39.5,1.2,3,39.8,43.0,38.2,41.4,1.6
151,25-34,"Now Married, spouse absent",4.9,2.0,6.1,3.8,1.2,3,3.4,2.0,1.9,5.0,1.6
152,25-34,Widowed,0.9,0.0,2.1,-0.3,1.2,3,-6.1,0.0,-7.6,-4.5,1.6
153,25-34,Divorced,1.9,4.0,3.1,0.7,1.2,3,0.7,4.0,-0.8,2.3,1.6
154,25-34,Separated,0.4,0.0,1.6,-0.8,1.2,3,-0.5,0.0,-2.0,1.1,1.6
155,25-34,Never married,122.9,118.0,124.1,121.8,1.2,3,120.9,118.0,119.3,122.5,1.6
156,35-44,"Now married, spouse present",74.5,79.0,75.7,73.4,1.2,3,76.3,79.0,74.7,77.9,1.6
157,35-44,"Now Married, spouse absent",9.4,10.0,10.6,8.3,1.2,3,8.5,10.0,6.9,10.1,1.6
158,35-44,Widowed,2.1,0.0,3.3,0.9,1.2,3,2.5,0.0,0.9,4.1,1.6
159,35-44,Divorced,11.0,13.0,12.2,9.8,1.2,3,12.1,13.0,10.6,13.7,1.6
160,35-44,Separated,4.4,3.0,5.6,3.2,1.2,3,4.8,3.0,3.2,6.4,1.6
161,35-44,Never married,40.3,40.0,41.4,39.1,1.2,3,40.3,40.0,38.7,41.9,1.6
162,45-54,"Now married, spouse present",88.2,91.0,89.4,87.0,1.2,3,88.0,91.0,86.5,89.6,1.6
163,45-54,"Now Married, spouse absent",5.5,6.0,6.6,4.3,1.2,3,6.4,6.0,4.8,8.0,1.6
164,45-54,Widowed,2.7,3.0,3.9,1.5,1.2,3,2.4,3.0,0.8,4.0,1.6
165,45-54,Divorced,14.5,16.0,15.7,13.4,1.2,3,15.4,16.0,13.8,16.9,1.6
166,45-54,Separated,9.8,9.0,10.9,8.6,1.2,3,9.4,9.0,7.8,11.0,1.6
167,45-54,Never married,33.5,34.0,34.7,32.4,1.2,3,32.0,34.0,30.4,33.6,1.6
168,55-64,"Now married, spouse present",86.1,87.0,87.3,84.9,1.2,3,86.5,87.0,85.0,88.1,1.6
169,55-64,"Now Married, spouse absent",4.8,3.0,5.9,3.6,1.2,3,5.6,3.0,4.0,7.2,1.6
170,55-64,Widowed,12.3,11.0,13.4,11.1,1.2,3,12.7,11.0,11.1,14.2,1.6
171,55-64,Divorced,35.9,33.0,37.1,34.7,1.2,3,37.3,33.0,35.7,38.8,1.6
172,55-64,Separated,-2.8,2.0,-1.6,-3.9,1.2,3,-4.4,2.0,-6.0,-2.9,1.6
173,55-64,Never married,23.0,19.0,24.2,21.8,1.2,3,23.8,19.0,22.3,25.4,1.6
174,65-74,"Now married, spouse present",85.7,88.0,86.9,84.6,1.2,3,85.9,88.0,84.4,87.5,1.6
175,65-74,"Now Married, spouse absent",1.6,3.0,2.8,0.4,1.2,3,0.2,3.0,-1.4,1.8,1.6
176,65-74,Widowed,13.5,12.0,14.6,12.3,1.2,3,13.1,12.0,11.5,14.6,1.6
177,65-74,Divorced,32.6,34.0,33.8,31.4,1.2,3,34.9,34.0,33.3,36.5,1.6
178,65-74,Separated,4.3,2.0,5.5,3.1,1.2,3,4.7,2.0,3.1,6.3,1.6
179,65-74,Never married,16.3,17.0,17.5,15.1,1.2,3,17.6,17.0,16.0,19.2,1.6
180,75-84,"Now married, spouse present",28.5,32.0,29.6,27.3,1.2,3,27.9,32.0,26.3,29.4,1.6
181,75-84,"Now Married, spouse absent",4.7,1.0,5.8,3.5,1.2,3,4.7,1.0,3.1,6.3,1.6
182,75-84,Widowed,19.2,19.0,20.4,18.0,1.2,3,21.1,19.0,19.5,22.6,1.6
183,75-84,Divorced,6.0,7.0,7.2,4.8,1.2,3,3.9,7.0,2.4,5.5,1.6
184,75-84,Separated,-0.3,1.0,0.9,-1.5,1.2,3,-0.3,1.0,-1.9,1.3,1.6
185,75-84,Never married,6.0,8.0,7.2,4.9,1.2,3,6.9,8.0,5.3,8.4,1.6
186,85-99,"Now married, spouse present",5.9,6.0,7.0,4.7,1.2,3,7.8,6.0,6.2,9.4,1.6
187,85-99,"Now Married, spouse absent",0.9,2.0,2.0,-0.3,1.2,3,-0.2,2.0,-1.8,1.3,1.6
188,85-99,Widowed,16.1,16.0,17.3,15.0,1.2,3,16.5,16.0,15.0,18.1,1.6
189,85-99,Divorced,2.3,3.0,3.5,1.1,1.2,3,2.5,3.0,0.9,4.1,1.6
190,85-99,Separated,-1.8,0.0,-0.6,-2.9,1.2,3,-0.6,0.0,-2.2,0.9,1.6
191,85-99,Never married,-0.0,0.0,1.1,-1.2,1.2,3,1.0,0.0,-0.5,2.6,1.6
192,15-24,"Now married, spouse present",3.3,5.0,4.2,2.3,0.9,4,2.6,5.0,1.5,3.8,1.2
193,15-24,"Now Married, spouse absent",2.4,2.0,3.4,1.5,0.9,4,3.7,2.0,2.5,4.9,1.2
194,15-24,Widowed,-1.5,0.0,-0.5,-2.4,0.9,4,-1.5,0.0,-2.7,-0.4,1.2
195,15-24,Divorced,0.4,0.0,1.4,-0.5,0.9,4,0.6,0.0,-0.6,1.8,1.2
196,15-24,Separated,-1.6,0.0,-0.7,-2.6,0.9,4,-1.8,0.0,-3.0,-0.6,1.2
197,15-24,Never married,116.4,116.0,117.3,115.5,0.9,4,117.2,116.0,116.0,118.4,1.2
198,25-34,"Now married, spouse present",40.3,43.0,41.2,39.3,0.9,4,40.7,43.0,39.5,41.8,1.2
199,25-34,"Now Married, spouse absent",4.8,2.0,5.7,3.8,0.9,4,4.9,2.0,3.8,6.1,1.2
200,25-34,Widowed,-0.2,0.0,0.7,-1.2,0.9,4,0.9,0.0,-0.3,2.1,1.2
201,25-34,Divorced,2.0,4.0,3.0,1.1,0.9,4,1.9,4.0,0.7,3.1,1.2
202,25-34,Separated,0.1,0.0,1.1,-0.8,0.9,4,0.4,0.0,-0.8,1.6,1.2
203,25-34,Never married,120.2,118.0,121.2,119.3,0.9,4,122.9,118.0,121.8,124.1,1.2
204,35-44,"Now married, spouse present",74.7,79.0,75.6,73.8,0.9,4,74.5,79.0,73.4,75.7,1.2
205,35-44,"Now Married, spouse absent",10.1,10.0,11.0,9.1,0.9,4,9.4,10.0,8.3,10.6,1.2
206,35-44,Widowed,1.2,0.0,2.1,0.2,0.9,4,2.1,0.0,0.9,3.3,1.2
207,35-44,Divorced,11.9,13.0,12.8,10.9,0.9,4,11.0,13.0,9.8,12.2,1.2
208,35-44,Separated,3.9,3.0,4.8,2.9,0.9,4,4.4,3.0,3.2,5.6,1.2
209,35-44,Never married,40.5,40.0,41.4,39.5,0.9,4,40.3,40.0,39.1,41.4,1.2
210,45-54,"Now married, spouse present",88.2,91.0,89.2,87.3,0.9,4,88.2,91.0,87.0,89.4,1.2
211,45-54,"Now Married, spouse absent",5.5,6.0,6.4,4.5,0.9,4,5.5,6.0,4.3,6.6,1.2
212,45-54,Widowed,3.1,3.0,4.0,2.1,0.9,4,2.7,3.0,1.5,3.9,1.2
213,45-54,Divorced,15.0,16.0,15.9,14.0,0.9,4,14.5,16.0,13.4,15.7,1.2
214,45-54,Separated,9.8,9.0,10.7,8.8,0.9,4,9.8,9.0,8.6,10.9,1.2
215,45-54,Never married,31.9,34.0,32.9,31.0,0.9,4,33.5,34.0,32.4,34.7,1.2
216,55-64,"Now married, spouse present",87.3,87.0,88.2,86.4,0.9,4,86.1,87.0,84.9,87.3,1.2
217,55-64,"Now Married, spouse absent",3.7,3.0,4.7,2.8,0.9,4,4.8,3.0,3.6,5.9,1.2
218,55-64,Widowed,11.8,11.0,12.8,10.9,0.9,4,12.3,11.0,11.1,13.4,1.2
219,55-64,Divorced,36.4,33.0,37.4,35.5,0.9,4,35.9,33.0,34.7,37.1,1.2
220,55-64,Separated,-1.9,2.0,-0.9,-2.8,0.9,4,-2.8,2.0,-3.9,-1.6,1.2
221,55-64,Never married,22.1,19.0,23.1,21.2,0.9,4,23.0,19.0,21.8,24.2,1.2
222,65-74,"Now married, spouse present",85.4,88.0,86.4,84.5,0.9,4,85.7,88.0,84.6,86.9,1.2
223,65-74,"Now Married, spouse absent",2.8,3.0,3.7,1.8,0.9,4,1.6,3.0,0.4,2.8,1.2
224,65-74,Widowed,10.8,12.0,11.7,9.8,0.9,4,13.5,12.0,12.3,14.6,1.2
225,65-74,Divorced,31.6,34.0,32.6,30.7,0.9,4,32.6,34.0,31.4,33.8,1.2
226,65-74,Separated,3.7,2.0,4.6,2.7,0.9,4,4.3,2.0,3.1,5.5,1.2
227,65-74,Never married,16.0,17.0,16.9,15.0,0.9,4,16.3,17.0,15.1,17.5,1.2
228,75-84,"Now married, spouse present",28.3,32.0,29.3,27.4,0.9,4,28.5,32.0,27.3,29.6,1.2
229,75-84,"Now Married, spouse absent",4.1,1.0,5.1,3.2,0.9,4,4.7,1.0,3.5,5.8,1.2
230,75-84,Widowed,19.2,19.0,20.1,18.3,0.9,4,19.2,19.0,18.0,20.4,1.2
231,75-84,Divorced,6.9,7.0,7.9,6.0,0.9,4,6.0,7.0,4.8,7.2,1.2
232,75-84,Separated,-0.5,1.0,0.5,-1.4,0.9,4,-0.3,1.0,-1.5,0.9,1.2
233,75-84,Never married,5.7,8.0,6.7,4.8,0.9,4,6.0,8.0,4.9,7.2,1.2
234,85-99,"Now married, spouse present",5.4,6.0,6.3,4.5,0.9,4,5.9,6.0,4.7,7.0,1.2
235,85-99,"Now Married, spouse absent",1.0,2.0,2.0,0.1,0.9,4,0.9,2.0,-0.3,2.0,1.2
236,85-99,Widowed,15.1,16.0,16.1,14.2,0.9,4,16.1,16.0,15.0,17.3,1.2
237,85-99,Divorced,2.6,3.0,3.5,1.6,0.9,4,2.3,3.0,1.1,3.5,1.2
238,85-99,Separated,-0.7,0.0,0.3,-1.6,0.9,4,-1.8,0.0,-2.9,-0.6,1.2
239,85-99,Never married,1.1,0.0,2.1,0.2,0.9,4,-0.0,0.0,-1.2,1.1,1.2
240,15-24,"Now married, spouse present",3.6,5.0,4.4,2.9,0.8,5,3.3,5.0,2.3,4.2,0.9
241,15-24,"Now Married, spouse absent",2.4,2.0,3.1,1.6,0.8,5,2.4,2.0,1.5,3.4,0.9
242,15-24,Widowed,-1.3,0.0,-0.5,-2.1,0.8,5,-1.5,0.0,-2.4,-0.5,0.9
243,15-24,Divorced,2.6,0.0,3.4,1.8,0.8,5,0.4,0.0,-0.5,1.4,0.9
244,15-24,Separated,-0.5,0.0,0.3,-1.3,0.8,5,-1.6,0.0,-2.6,-0.7,0.9
245,15-24,Never married,115.7,116.0,116.5,114.9,0.8,5,116.4,116.0,115.5,117.3,0.9
246,25-34,"Now married, spouse present",40.7,43.0,41.5,39.9,0.8,5,40.3,43.0,39.3,41.2,0.9
247,25-34,"Now Married, spouse absent",4.9,2.0,5.7,4.1,0.8,5,4.8,2.0,3.8,5.7,0.9
248,25-34,Widowed,0.9,0.0,1.7,0.1,0.8,5,-0.2,0.0,-1.2,0.7,0.9
249,25-34,Divorced,2.9,4.0,3.7,2.2,0.8,5,2.0,4.0,1.1,3.0,0.9
250,25-34,Separated,-1.5,0.0,-0.7,-2.3,0.8,5,0.1,0.0,-0.8,1.1,0.9
251,25-34,Never married,120.7,118.0,121.5,119.9,0.8,5,120.2,118.0,119.3,121.2,0.9
252,35-44,"Now married, spouse present",75.2,79.0,76.0,74.4,0.8,5,74.7,79.0,73.8,75.6,0.9
253,35-44,"Now Married, spouse absent",9.9,10.0,10.7,9.1,0.8,5,10.1,10.0,9.1,11.0,0.9
254,35-44,Widowed,1.6,0.0,2.3,0.8,0.8,5,1.2,0.0,0.2,2.1,0.9
255,35-44,Divorced,11.5,13.0,12.3,10.7,0.8,5,11.9,13.0,10.9,12.8,0.9
256,35-44,Separated,3.1,3.0,3.9,2.3,0.8,5,3.9,3.0,2.9,4.8,0.9
257,35-44,Never married,42.7,40.0,43.5,41.9,0.8,5,40.5,40.0,39.5,41.4,0.9
258,45-54,"Now married, spouse present",88.4,91.0,89.2,87.7,0.8,5,88.2,91.0,87.3,89.2,0.9
259,45-54,"Now Married, spouse absent",5.4,6.0,6.2,4.7,0.8,5,5.5,6.0,4.5,6.4,0.9
260,45-54,Widowed,2.6,3.0,3.4,1.8,0.8,5,3.1,3.0,2.1,4.0,0.9
261,45-54,Divorced,14.8,16.0,15.6,14.0,0.8,5,15.0,16.0,14.0,15.9,0.9
