,MSP,PINCP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
0,"Now married, spouse present",$-9k-$-1k,-5.3,1.0,-0.6,-10.0,4.7,0,,,,,
1,"Now married, spouse present",$0k-$49k,219.7,217.0,224.4,215.0,4.7,0,,,,,
2,"Now married, spouse present",$50k-$99k,85.6,86.0,90.3,80.8,4.7,0,,,,,
3,"Now married, spouse present",$100k-$149k,49.0,47.0,53.7,44.3,4.7,0,,,,,
4,"Now married, spouse present",$150k-$199k,39.4,29.0,44.1,34.7,4.7,0,,,,,
5,"Now married, spouse present",$200k-$249k,14.3,14.0,19.0,9.6,4.7,0,,,,,
6,"Now married, spouse present",$250k-$299k,11.0,11.0,15.7,6.3,4.7,0,,,,,
7,"Now married, spouse present",$300k-$349k,-4.5,2.0,0.3,-9.2,4.7,0,,,,,
8,"Now married, spouse present",$350k-$399k,0.9,3.0,5.6,-3.8,4.7,0,,,,,
9,"Now married, spouse present",$400k-$449k,8.0,8.0,12.7,3.3,4.7,0,,,,,
10,"Now married, spouse present",$450k-$1499k,14.5,13.0,19.2,9.8,4.7,0,,,,,
11,"Now Married, spouse absent",$-9k-$-1k,-0.9,0.0,3.8,-5.6,4.7,0,,,,,
12,"Now Married, spouse absent",$0k-$49k,15.2,22.0,20.0,10.5,4.7,0,,,,,
13,"Now Married, spouse absent",$50k-$99k,2.2,4.0,6.9,-2.6,4.7,0,,,,,
14,"Now Married, spouse absent",$100k-$149k,6.7,1.0,11.4,2.0,4.7,0,,,,,
15,"Now Married, spouse absent",$150k-$199k,-2.8,0.0,1.9,-7.6,4.7,0,,,,,
16,"Now Married, spouse absent",$200k-$249k,0.7,1.0,5.4,-4.0,4.7,0,,,,,
17,"Now Married, spouse absent",$250k-$299k,7.6,1.0,12.3,2.9,4.7,0,,,,,
18,"Now Married, spouse absent",$300k-$349k,-10.0,0.0,-5.3,-14.7,4.7,0,,,,,
19,"Now Married, spouse absent",$350k-$399k,0.7,0.0,5.5,-4.0,4.7,0,,,,,
20,"Now Married, spouse absent",$400k-$449k,7.7,0.0,12.4,3.0,4.7,0,,,,,
21,"Now Married, spouse absent",$450k-$1499k,-2.6,0.0,2.1,-7.3,4.7,0,,,,,
22,Widowed,$-9k-$-1k,5.7,0.0,10.4,1.0,4.7,0,,,,,
23,Widowed,$0k-$49k,44.6,49.0,49.3,39.9,4.7,0,,,,,
24,Widowed,$50k-$99k,7.2,7.0,11.9,2.4,4.7,0,,,,,
25,Widowed,$100k-$149k,5.3,3.0,10.0,0.6,4.7,0,,,,,
26,Widowed,$150k-$199k,2.4,1.0,7.1,-2.3,4.7,0,,,,,
27,Widowed,$200k-$249k,-0.2,0.0,4.5,-4.9,4.7,0,,,,,
28,Widowed,$250k-$299k,-3.0,0.0,1.7,-7.7,4.7,0,,,,,
29,Widowed,$300k-$349k,0.9,1.0,5.7,-3.8,4.7,0,,,,,
30,Widowed,$350k-$399k,-1.0,0.0,3.7,-5.7,4.7,0,,,,,
31,Widowed,$400k-$449k,-0.2,0.0,4.6,-4.9,4.7,0,,,,,
32,Widowed,$450k-$1499k,-1.0,0.0,3.7,-5.8,4.7,0,,,,,
33,Divorced,$-9k-$-1k,2.6,0.0,7.3,-2.1,4.7,0,,,,,
34,Divorced,$0k-$49k,72.4,74.0,77.2,67.7,4.7,0,,,,,
35,Divorced,$50k-$99k,23.5,23.0,28.2,18.8,4.7,0,,,,,
36,Divorced,$100k-$149k,7.0,9.0,11.7,2.3,4.7,0,,,,,
37,Divorced,$150k-$199k,0.7,1.0,5.4,-4.0,4.7,0,,,,,
38,Divorced,$200k-$249k,-0.2,1.0,4.6,-4.9,4.7,0,,,,,
39,Divorced,$250k-$299k,1.3,0.0,6.0,-3.5,4.7,0,,,,,
40,Divorced,$300k-$349k,-0.0,1.0,4.7,-4.7,4.7,0,,,,,
41,Divorced,$350k-$399k,0.7,1.0,5.4,-4.0,4.7,0,,,,,
42,Divorced,$400k-$449k,1.9,0.0,6.6,-2.8,4.7,0,,,,,
43,Divorced,$450k-$1499k,-0.6,0.0,4.1,-5.4,4.7,0,,,,,
44,Separated,$-9k-$-1k,-3.4,0.0,1.3,-8.1,4.7,0,,,,,
45,Separated,$0k-$49k,14.2,12.0,18.9,9.5,4.7,0,,,,,
46,Separated,$50k-$99k,3.4,4.0,8.2,-1.3,4.7,0,,,,,
47,Separated,$100k-$149k,-0.5,0.0,4.2,-5.2,4.7,0,,,,,
48,Separated,$150k-$199k,1.0,0.0,5.8,-3.7,4.7,0,,,,,
49,Separated,$200k-$249k,0.2,0.0,4.9,-4.6,4.7,0,,,,,
50,Separated,$250k-$299k,-0.6,0.0,4.1,-5.3,4.7,0,,,,,
51,Separated,$300k-$349k,-19.5,0.0,-14.8,-24.2,4.7,0,,,,,
52,Separated,$350k-$399k,-5.6,0.0,-0.9,-10.3,4.7,0,,,,,
53,Separated,$400k-$449k,1.8,0.0,6.5,-2.9,4.7,0,,,,,
54,Separated,$450k-$1499k,1.2,1.0,5.9,-3.5,4.7,0,,,,,
55,Never married,$-9k-$-1k,8.1,0.0,12.8,3.3,4.7,0,,,,,
56,Never married,$0k-$49k,262.5,261.0,267.2,257.8,4.7,0,,,,,
57,Never married,$50k-$99k,46.5,54.0,51.2,41.8,4.7,0,,,,,
58,Never married,$100k-$149k,16.4,18.0,21.1,11.7,4.7,0,,,,,
59,Never married,$150k-$199k,11.7,11.0,16.4,7.0,4.7,0,,,,,
60,Never married,$200k-$249k,0.5,3.0,5.2,-4.2,4.7,0,,,,,
61,Never married,$250k-$299k,9.9,1.0,14.6,5.1,4.7,0,,,,,
62,Never married,$300k-$349k,7.4,0.0,12.1,2.6,4.7,0,,,,,
63,Never married,$350k-$399k,4.0,0.0,8.7,-0.7,4.7,0,,,,,
64,Never married,$400k-$449k,0.8,1.0,5.5,-3.9,4.7,0,,,,,
65,Never married,$450k-$1499k,6.8,3.0,11.5,2.1,4.7,0,,,,,
66,"Now married, spouse present",$-9k-$-1k,-0.6,1.0,1.7,-3.0,2.4,1,-5.3,1.0,-10.0,-0.6,4.7
67,"Now married, spouse present",$0k-$49k,218.4,217.0,220.8,216.1,2.4,1,219.7,217.0,215.0,224.4,4.7
68,"Now married, spouse present",$50k-$99k,85.6,86.0,88.0,83.3,2.4,1,85.6,86.0,80.8,90.3,4.7
69,"Now married, spouse present",$100k-$149k,49.3,47.0,51.7,47.0,2.4,1,49.0,47.0,44.3,53.7,4.7
70,"Now married, spouse present",$150k-$199k,36.7,29.0,39.0,34.3,2.4,1,39.4,29.0,34.7,44.1,4.7
71,"Now married, spouse present",$200k-$249k,14.9,14.0,17.2,12.5,2.4,1,14.3,14.0,9.6,19.0,4.7
72,"Now married, spouse present",$250k-$299k,12.5,11.0,14.9,10.2,2.4,1,11.0,11.0,6.3,15.7,4.7
73,"Now married, spouse present",$300k-$349k,2.3,2.0,4.6,-0.1,2.4,1,-4.5,2.0,-9.2,0.3,4.7
74,"Now married, spouse present",$350k-$399k,-2.2,3.0,0.1,-4.6,2.4,1,0.9,3.0,-3.8,5.6,4.7
75,"Now married, spouse present",$400k-$449k,10.3,8.0,12.7,8.0,2.4,1,8.0,8.0,3.3,12.7,4.7
76,"Now married, spouse present",$450k-$1499k,12.8,13.0,15.1,10.4,2.4,1,14.5,13.0,9.8,19.2,4.7
77,"Now Married, spouse absent",$-9k-$-1k,1.0,0.0,3.4,-1.3,2.4,1,-0.9,0.0,-5.6,3.8,4.7
78,"Now Married, spouse absent",$0k-$49k,19.6,22.0,21.9,17.2,2.4,1,15.2,22.0,10.5,20.0,4.7
79,"Now Married, spouse absent",$50k-$99k,1.0,4.0,3.4,-1.3,2.4,1,2.2,4.0,-2.6,6.9,4.7
