,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
39,75-84,Divorced,13.7,16.0,18.4,9.0,4.7,0,,,,,
40,75-84,Separated,2.1,3.0,6.8,-2.6,4.7,0,,,,,
41,75-84,Never married,4.8,4.0,9.5,0.1,4.7,0,,,,,
42,85-99,"Now married, spouse present",-1.7,5.0,3.1,-6.4,4.7,0,,,,,
43,85-99,"Now Married, spouse absent",2.6,1.0,7.3,-2.2,4.7,0,,,,,
44,85-99,Widowed,13.3,13.0,18.1,8.6,4.7,0,,,,,
45,85-99,Divorced,-0.3,4.0,4.4,-5.0,4.7,0,,,,,
46,85-99,Separated,-5.4,0.0,-0.7,-10.1,4.7,0,,,,,
47,85-99,Never married,-2.4,0.0,2.3,-7.1,4.7,0,,,,,
48,15-24,"Now married, spouse present",4.0,3.0,6.4,1.6,2.4,1,5.7,3.0,1.0,10.4,4.7
49,15-24,"Now Married, spouse absent",-2.3,1.0,0.1,-4.7,2.4,1,-1.5,1.0,-6.2,3.2,4.7
50,15-24,Widowed,1.1,1.0,3.5,-1.2,2.4,1,4.5,1.0,-0.2,9.2,4.7
51,15-24,Divorced,4.4,0.0,6.8,2.1,2.4,1,8.9,0.0,4.2,13.7,4.7
52,15-24,Separated,6.8,1.0,9.1,4.4,2.4,1,10.7,1.0,6.0,15.4,4.7
53,15-24,Never married,148.7,143.0,151.0,146.3,2.4,1,142.7,143.0,138.0,147.4,4.7
54,25-34,"Now married, spouse present",46.3,45.0,48.7,44.0,2.4,1,47.7,45.0,43.0,52.4,4.7
55,25-34,"Now Married, spouse absent",-0.0,2.0,2.3,-2.4,2.4,1,3.1,2.0,-1.6,7.8,4.7
56,25-34,Widowed,3.9,0.0,6.3,1.5,2.4,1,2.0,0.0,-2.8,6.7,4.7
57,25-34,Divorced,2.0,7.0,4.4,-0.3,2.4,1,-1.9,7.0,-6.6,2.9,4.7
58,25-34,Separated,-1.2,1.0,1.2,-3.5,2.4,1,-0.7,1.0,-5.4,4.0,4.7
59,25-34,Never married,96.7,98.0,99.1,94.3,2.4,1,90.8,98.0,86.1,95.6,4.7
60,35-44,"Now married, spouse present",85.3,87.0,87.6,82.9,2.4,1,86.0,87.0,81.3,90.7,4.7
61,35-44,"Now Married, spouse absent",7.1,6.0,9.5,4.7,2.4,1,7.5,6.0,2.8,12.2,4.7
62,35-44,Widowed,-0.9,0.0,1.5,-3.2,2.4,1,-2.2,0.0,-6.9,2.5,4.7
63,35-44,Divorced,14.6,11.0,16.9,12.2,2.4,1,9.8,11.0,5.1,14.5,4.7
64,35-44,Separated,-3.8,3.0,-1.4,-6.1,2.4,1,-10.2,3.0,-15.0,-5.5,4.7
65,35-44,Never married,36.2,39.0,38.5,33.8,2.4,1,37.9,39.0,33.2,42.6,4.7
66,45-54,"Now married, spouse present",74.1,77.0,76.5,71.7,2.4,1,74.2,77.0,69.5,78.9,4.7
67,45-54,"Now Married, spouse absent",1.5,4.0,3.9,-0.8,2.4,1,2.5,4.0,-2.2,7.2,4.7
68,45-54,Widowed,6.8,4.0,9.1,4.4,2.4,1,10.0,4.0,5.3,14.7,4.7
69,45-54,Divorced,13.8,19.0,16.1,11.4,2.4,1,9.8,19.0,5.1,14.5,4.7
70,45-54,Separated,7.1,6.0,9.5,4.8,2.4,1,-0.8,6.0,-5.5,3.9,4.7
71,45-54,Never married,25.4,27.0,27.8,23.1,2.4,1,28.0,27.0,23.3,32.7,4.7
72,55-64,"Now married, spouse present",92.9,99.0,95.3,90.6,2.4,1,85.5,99.0,80.8,90.2,4.7
73,55-64,"Now Married, spouse absent",7.6,9.0,10.0,5.2,2.4,1,11.3,9.0,6.6,16.0,4.7
74,55-64,Widowed,8.7,10.0,11.1,6.4,2.4,1,13.3,10.0,8.6,18.0,4.7
75,55-64,Divorced,34.4,33.0,36.7,32.0,2.4,1,26.7,33.0,22.0,31.4,4.7
76,55-64,Separated,2.1,3.0,4.4,-0.3,2.4,1,4.3,3.0,-0.5,9.0,4.7
77,55-64,Never married,15.0,18.0,17.4,12.7,2.4,1,18.1,18.0,13.3,22.8,4.7
78,65-74,"Now married, spouse present",84.6,80.0,87.0,82.3,2.4,1,88.1,80.0,83.4,92.8,4.7
79,65-74,"Now Married, spouse absent",-14.6,3.0,-12.2,-16.9,2.4,1,-32.4,3.0,-37.2,-27.7,4.7
80,65-74,Widowed,16.7,17.0,19.0,14.3,2.4,1,14.6,17.0,9.9,19.4,4.7
81,65-74,Divorced,26.3,21.0,28.6,23.9,2.4,1,22.8,21.0,18.1,27.6,4.7
82,65-74,Separated,4.3,6.0,6.7,1.9,2.4,1,4.6,6.0,-0.2,9.3,4.7
83,65-74,Never married,19.7,22.0,22.1,17.4,2.4,1,20.0,22.0,15.3,24.7,4.7
84,75-84,"Now married, spouse present",32.7,31.0,35.0,30.3,2.4,1,37.0,31.0,32.3,41.8,4.7
85,75-84,"Now Married, spouse absent",1.6,2.0,4.0,-0.8,2.4,1,-0.4,2.0,-5.1,4.3,4.7
86,75-84,Widowed,12.9,15.0,15.2,10.5,2.4,1,14.7,15.0,10.0,19.4,4.7
87,75-84,Divorced,13.4,16.0,15.7,11.0,2.4,1,13.7,16.0,9.0,18.4,4.7
88,75-84,Separated,-0.8,3.0,1.6,-3.2,2.4,1,2.1,3.0,-2.6,6.8,4.7
89,75-84,Never married,5.5,4.0,7.9,3.2,2.4,1,4.8,4.0,0.1,9.5,4.7
90,85-99,"Now married, spouse present",-0.6,5.0,1.7,-3.0,2.4,1,-1.7,5.0,-6.4,3.1,4.7
91,85-99,"Now Married, spouse absent",0.4,1.0,2.8,-1.9,2.4,1,2.6,1.0,-2.2,7.3,4.7
92,85-99,Widowed,12.2,13.0,14.6,9.8,2.4,1,13.3,13.0,8.6,18.1,4.7
93,85-99,Divorced,-2.6,4.0,-0.3,-5.0,2.4,1,-0.3,4.0,-5.0,4.4,4.7
94,85-99,Separated,-3.8,0.0,-1.5,-6.2,2.4,1,-5.4,0.0,-10.1,-0.7,4.7
95,85-99,Never married,-0.5,0.0,1.9,-2.9,2.4,1,-2.4,0.0,-7.1,2.3,4.7
96,15-24,"Now married, spouse present",4.8,3.0,6.4,3.2,1.6,2,4.0,3.0,1.6,6.4,2.4
97,15-24,"Now Married, spouse absent",-3.2,1.0,-1.7,-4.8,1.6,2,-2.3,1.0,-4.7,0.1,2.4
98,15-24,Widowed,-0.1,1.0,1.5,-1.7,1.6,2,1.1,1.0,-1.2,3.5,2.4
99,15-24,Divorced,4.2,0.0,5.8,2.6,1.6,2,4.4,0.0,2.1,6.8,2.4
100,15-24,Separated,5.0,1.0,6.6,3.4,1.6,2,6.8,1.0,4.4,9.1,2.4
101,15-24,Never married,146.4,143.0,148.0,144.8,1.6,2,148.7,143.0,146.3,151.0,2.4
102,25-34,"Now married, spouse present",44.1,45.0,45.7,42.5,1.6,2,46.3,45.0,44.0,48.7,2.4
103,25-34,"Now Married, spouse absent",0.8,2.0,2.4,-0.8,1.6,2,-0.0,2.0,-2.4,2.3,2.4
104,25-34,Widowed,3.2,0.0,4.8,1.6,1.6,2,3.9,0.0,1.5,6.3,2.4
105,25-34,Divorced,6.3,7.0,7.8,4.7,1.6,2,2.0,7.0,-0.3,4.4,2.4
106,25-34,Separated,0.3,1.0,1.9,-1.3,1.6,2,-1.2,1.0,-3.5,1.2,2.4
107,25-34,Never married,96.8,98.0,98.4,95.2,1.6,2,96.7,98.0,94.3,99.1,2.4
108,35-44,"Now married, spouse present",83.7,87.0,85.2,82.1,1.6,2,85.3,87.0,82.9,87.6,2.4
109,35-44,"Now Married, spouse absent",7.0,6.0,8.6,5.5,1.6,2,7.1,6.0,4.7,9.5,2.4
110,35-44,Widowed,0.1,0.0,1.6,-1.5,1.6,2,-0.9,0.0,-3.2,1.5,2.4
111,35-44,Divorced,10.6,11.0,12.2,9.0,1.6,2,14.6,11.0,12.2,16.9,2.4
112,35-44,Separated,-1.8,3.0,-0.2,-3.4,1.6,2,-3.8,3.0,-6.1,-1.4,2.4
113,35-44,Never married,35.9,39.0,37.4,34.3,1.6,2,36.2,39.0,33.8,38.5,2.4
114,45-54,"Now married, spouse present",74.2,77.0,75.8,72.6,1.6,2,74.1,77.0,71.7,76.5,2.4
115,45-54,"Now Married, spouse absent",1.8,4.0,3.4,0.2,1.6,2,1.5,4.0,-0.8,3.9,2.4
116,45-54,Widowed,4.4,4.0,6.0,2.8,1.6,2,6.8,4.0,4.4,9.1,2.4
117,45-54,Divorced,16.1,19.0,17.6,14.5,1.6,2,13.8,19.0,11.4,16.1,2.4
118,45-54,Separated,4.3,6.0,5.8,2.7,1.6,2,7.1,6.0,4.8,9.5,2.4
119,45-54,Never married,26.1,27.0,27.7,24.6,1.6,2,25.4,27.0,23.1,27.8,2.4
120,55-64,"Now married, spouse present",95.0,99.0,96.5,93.4,1.6,2,92.9,99.0,90.6,95.3,2.4
121,55-64,"Now Married, spouse absent",7.4,9.0,9.0,5.9,1.6,2,7.6,9.0,5.2,10.0,2.4
122,55-64,Widowed,8.8,10.0,10.4,7.3,1.6,2,8.7,10.0,6.4,11.1,2.4
123,55-64,Divorced,33.9,33.0,35.5,32.3,1.6,2,34.4,33.0,32.0,36.7,2.4
124,55-64,Separated,0.8,3.0,2.4,-0.8,1.6,2,2.1,3.0,-0.3,4.4,2.4
125,55-64,Never married,14.5,18.0,16.1,12.9,1.6,2,15.0,18.0,12.7,17.4,2.4
126,65-74,"Now married, spouse present",82.8,80.0,84.4,81.2,1.6,2,84.6,80.0,82.3,87.0,2.4
127,65-74,"Now Married, spouse absent",-9.9,3.0,-8.3,-11.5,1.6,2,-14.6,3.0,-16.9,-12.2,2.4
128,65-74,Widowed,17.8,17.0,19.4,16.2,1.6,2,16.7,17.0,14.3,19.0,2.4
129,65-74,Divorced,26.4,21.0,28.0,24.8,1.6,2,26.3,21.0,23.9,28.6,2.4
130,65-74,Separated,6.1,6.0,7.6,4.5,1.6,2,4.3,6.0,1.9,6.7,2.4
131,65-74,Never married,21.1,22.0,22.7,19.5,1.6,2,19.7,22.0,17.4,22.1,2.4
132,75-84,"Now married, spouse present",34.1,31.0,35.6,32.5,1.6,2,32.7,31.0,30.3,35.0,2.4
133,75-84,"Now Married, spouse absent",1.9,2.0,3.5,0.3,1.6,2,1.6,2.0,-0.8,4.0,2.4
134,75-84,Widowed,15.4,15.0,17.0,13.8,1.6,2,12.9,15.0,10.5,15.2,2.4
135,75-84,Divorced,14.4,16.0,16.0,12.8,1.6,2,13.4,16.0,11.0,15.7,2.4
136,75-84,Separated,-3.9,3.0,-2.3,-5.5,1.6,2,-0.8,3.0,-3.2,1.6,2.4
137,75-84,Never married,10.0,4.0,11.6,8.4,1.6,2,5.5,4.0,3.2,7.9,2.4
138,85-99,"Now married, spouse present",1.8,5.0,3.3,0.2,1.6,2,-0.6,5.0,-3.0,1.7,2.4
139,85-99,"Now Married, spouse absent",0.2,1.0,1.8,-1.4,1.6,2,0.4,1.0,-1.9,2.8,2.4
140,85-99,Widowed,11.3,13.0,12.9,9.8,1.6,2,12.2,13.0,9.8,14.6,2.4
141,85-99,Divorced,-1.8,4.0,-0.3,-3.4,1.6,2,-2.6,4.0,-5.0,-0.3,2.4
142,85-99,Separated,-2.1,0.0,-0.5,-3.7,1.6,2,-3.8,0.0,-6.2,-1.5,2.4
143,85-99,Never married,-0.9,0.0,0.7,-2.5,1.6,2,-0.5,0.0,-2.9,1.9,2.4
144,15-24,"Now married, spouse present",4.3,3.0,5.4,3.1,1.2,3,4.8,3.0,3.2,6.4,1.6
145,15-24,"Now Married, spouse absent",-2.7,1.0,-1.5,-3.8,1.2,3,-3.2,1.0,-4.8,-1.7,1.6
146,15-24,Widowed,-0.6,1.0,0.6,-1.7,1.2,3,-0.1,1.0,-1.7,1.5,1.6
147,15-24,Divorced,2.8,0.0,3.9,1.6,1.2,3,4.2,0.0,2.6,5.8,1.6
148,15-24,Separated,4.7,1.0,5.9,3.6,1.2,3,5.0,1.0,3.4,6.6,1.6
149,15-24,Never married,144.1,143.0,145.3,143.0,1.2,3,146.4,143.0,144.8,148.0,1.6
150,25-34,"Now married, spouse present",45.2,45.0,46.4,44.1,1.2,3,44.1,45.0,42.5,45.7,1.6
151,25-34,"Now Married, spouse absent",1.5,2.0,2.7,0.3,1.2,3,0.8,2.0,-0.8,2.4,1.6
152,25-34,Widowed,2.0,0.0,3.1,0.8,1.2,3,3.2,0.0,1.6,4.8,1.6
153,25-34,Divorced,5.5,7.0,6.7,4.4,1.2,3,6.3,7.0,4.7,7.8,1.6
154,25-34,Separated,2.0,1.0,3.2,0.8,1.2,3,0.3,1.0,-1.3,1.9,1.6
155,25-34,Never married,95.5,98.0,96.7,94.3,1.2,3,96.8,98.0,95.2,98.4,1.6
156,35-44,"Now married, spouse present",84.2,87.0,85.4,83.1,1.2,3,83.7,87.0,82.1,85.2,1.6
157,35-44,"Now Married, spouse absent",5.8,6.0,7.0,4.7,1.2,3,7.0,6.0,5.5,8.6,1.6
158,35-44,Widowed,2.3,0.0,3.5,1.2,1.2,3,0.1,0.0,-1.5,1.6,1.6
159,35-44,Divorced,10.0,11.0,11.2,8.8,1.2,3,10.6,11.0,9.0,12.2,1.6
160,35-44,Separated,-0.1,3.0,1.0,-1.3,1.2,3,-1.8,3.0,-3.4,-0.2,1.6
161,35-44,Never married,37.8,39.0,39.0,36.7,1.2,3,35.9,39.0,34.3,37.4,1.6
162,45-54,"Now married, spouse present",73.9,77.0,75.0,72.7,1.2,3,74.2,77.0,72.6,75.8,1.6
163,45-54,"Now Married, spouse absent",3.1,4.0,4.3,1.9,1.2,3,1.8,4.0,0.2,3.4,1.6
164,45-54,Widowed,3.6,4.0,4.8,2.4,1.2,3,4.4,4.0,2.8,6.0,1.6
165,45-54,Divorced,18.8,19.0,20.0,17.6,1.2,3,16.1,19.0,14.5,17.6,1.6
166,45-54,Separated,3.2,6.0,4.4,2.0,1.2,3,4.3,6.0,2.7,5.8,1.6
167,45-54,Never married,26.6,27.0,27.8,25.5,1.2,3,26.1,27.0,24.6,27.7,1.6
168,55-64,"Now married, spouse present",95.9,99.0,97.1,94.8,1.2,3,95.0,99.0,93.4,96.5,1.6
169,55-64,"Now Married, spouse absent",6.9,9.0,8.1,5.7,1.2,3,7.4,9.0,5.9,9.0,1.6
170,55-64,Widowed,8.6,10.0,9.7,7.4,1.2,3,8.8,10.0,7.3,10.4,1.6
171,55-64,Divorced,34.2,33.0,35.4,33.0,1.2,3,33.9,33.0,32.3,35.5,1.6
172,55-64,Separated,3.4,3.0,4.6,2.3,1.2,3,0.8,3.0,-0.8,2.4,1.6
173,55-64,Never married,17.0,18.0,18.2,15.8,1.2,3,14.5,18.0,12.9,16.1,1.6
174,65-74,"Now married, spouse present",81.5,80.0,82.7,80.3,1.2,3,82.8,80.0,81.2,84.4,1.6
175,65-74,"Now Married, spouse absent",-6.1,3.0,-4.9,-7.2,1.2,3,-9.9,3.0,-11.5,-8.3,1.6
176,65-74,Widowed,17.2,17.0,18.3,16.0,1.2,3,17.8,17.0,16.2,19.4,1.6
177,65-74,Divorced,24.6,21.0,25.8,23.4,1.2,3,26.4,21.0,24.8,28.0,1.6
178,65-74,Separated,6.7,6.0,7.9,5.5,1.2,3,6.1,6.0,4.5,7.6,1.6
179,65-74,Never married,21.7,22.0,22.9,20.5,1.2,3,21.1,22.0,19.5,22.7,1.6
180,75-84,"Now married, spouse present",32.4,31.0,33.6,31.2,1.2,3,34.1,31.0,32.5,35.6,1.6
181,75-84,"Now Married, spouse absent",0.6,2.0,1.8,-0.6,1.2,3,1.9,2.0,0.3,3.5,1.6
182,75-84,Widowed,15.3,15.0,16.4,14.1,1.2,3,15.4,15.0,13.8,17.0,1.6
183,75-84,Divorced,15.7,16.0,16.9,14.5,1.2,3,14.4,16.0,12.8,16.0,1.6
184,75-84,Separated,-2.5,3.0,-1.4,-3.7,1.2,3,-3.9,3.0,-5.5,-2.3,1.6
185,75-84,Never married,8.7,4.0,9.8,7.5,1.2,3,10.0,4.0,8.4,11.6,1.6
186,85-99,"Now married, spouse present",2.2,5.0,3.4,1.0,1.2,3,1.8,5.0,0.2,3.3,1.6
187,85-99,"Now Married, spouse absent",0.8,1.0,2.0,-0.4,1.2,3,0.2,1.0,-1.4,1.8,1.6
188,85-99,Widowed,11.8,13.0,12.9,10.6,1.2,3,11.3,13.0,9.8,12.9,1.6
189,85-99,Divorced,0.8,4.0,1.9,-0.4,1.2,3,-1.8,4.0,-3.4,-0.3,1.6
190,85-99,Separated,-0.7,0.0,0.5,-1.9,1.2,3,-2.1,0.0,-3.7,-0.5,1.6
191,85-99,Never married,-1.1,0.0,0.1,-2.3,1.2,3,-0.9,0.0,-2.5,0.7,1.6
192,15-24,"Now married, spouse present",3.7,3.0,4.7,2.8,0.9,4,4.3,3.0,3.1,5.4,1.2
193,15-24,"Now Married, spouse absent",-3.1,1.0,-2.2,-4.1,0.9,4,-2.7,1.0,-3.8,-1.5,1.2
194,15-24,Widowed,-0.5,1.0,0.5,-1.4,0.9,4,-0.6,1.0,-1.7,0.6,1.2
195,15-24,Divorced,3.3,0.0,4.2,2.4,0.9,4,2.8,0.0,1.6,3.9,1.2
196,15-24,Separated,3.1,1.0,4.0,2.1,0.9,4,4.7,1.0,3.6,5.9,1.2
197,15-24,Never married,144.5,143.0,145.4,143.5,0.9,4,144.1,143.0,143.0,145.3,1.2
198,25-34,"Now married, spouse present",43.8,45.0,44.7,42.9,0.9,4,45.2,45.0,44.1,46.4,1.2
199,25-34,"Now Married, spouse absent",1.5,2.0,2.4,0.5,0.9,4,1.5,2.0,0.3,2.7,1.2
200,25-34,Widowed,3.4,0.0,4.3,2.4,0.9,4,2.0,0.0,0.8,3.1,1.2
201,25-34,Divorced,5.3,7.0,6.2,4.3,0.9,4,5.5,7.0,4.4,6.7,1.2
202,25-34,Separated,3.3,1.0,4.3,2.4,0.9,4,2.0,1.0,0.8,3.2,1.2
203,25-34,Never married,94.4,98.0,95.3,93.4,0.9,4,95.5,98.0,94.3,96.7,1.2
204,35-44,"Now married, spouse present",84.9,87.0,85.8,83.9,0.9,4,84.2,87.0,83.1,85.4,1.2
205,35-44,"Now Married, spouse absent",6.6,6.0,7.5,5.6,0.9,4,5.8,6.0,4.7,7.0,1.2
206,35-44,Widowed,1.8,0.0,2.8,0.9,0.9,4,2.3,0.0,1.2,3.5,1.2
207,35-44,Divorced,9.8,11.0,10.7,8.8,0.9,4,10.0,11.0,8.8,11.2,1.2
208,35-44,Separated,1.3,3.0,2.2,0.3,0.9,4,-0.1,3.0,-1.3,1.0,1.2
209,35-44,Never married,37.8,39.0,38.8,36.9,0.9,4,37.8,39.0,36.7,39.0,1.2
210,45-54,"Now married, spouse present",76.1,77.0,77.0,75.1,0.9,4,73.9,77.0,72.7,75.0,1.2
211,45-54,"Now Married, spouse absent",4.4,4.0,5.4,3.5,0.9,4,3.1,4.0,1.9,4.3,1.2
212,45-54,Widowed,3.7,4.0,4.6,2.8,0.9,4,3.6,4.0,2.4,4.8,1.2
213,45-54,Divorced,18.4,19.0,19.3,17.4,0.9,4,18.8,19.0,17.6,20.0,1.2
214,45-54,Separated,4.3,6.0,5.3,3.4,0.9,4,3.2,6.0,2.0,4.4,1.2
215,45-54,Never married,25.1,27.0,26.1,24.2,0.9,4,26.6,27.0,25.5,27.8,1.2
216,55-64,"Now married, spouse present",96.7,99.0,97.6,95.7,0.9,4,95.9,99.0,94.8,97.1,1.2
217,55-64,"Now Married, spouse absent",5.0,9.0,6.0,4.1,0.9,4,6.9,9.0,5.7,8.1,1.2
218,55-64,Widowed,8.9,10.0,9.8,7.9,0.9,4,8.6,10.0,7.4,9.7,1.2
219,55-64,Divorced,34.0,33.0,34.9,33.0,0.9,4,34.2,33.0,33.0,35.4,1.2
220,55-64,Separated,2.8,3.0,3.7,1.8,0.9,4,3.4,3.0,2.3,4.6,1.2
221,55-64,Never married,17.4,18.0,18.3,16.4,0.9,4,17.0,18.0,15.8,18.2,1.2
222,65-74,"Now married, spouse present",80.7,80.0,81.6,79.7,0.9,4,81.5,80.0,80.3,82.7,1.2
223,65-74,"Now Married, spouse absent",-4.2,3.0,-3.3,-5.1,0.9,4,-6.1,3.0,-7.2,-4.9,1.2
224,65-74,Widowed,16.5,17.0,17.5,15.6,0.9,4,17.2,17.0,16.0,18.3,1.2
225,65-74,Divorced,23.4,21.0,24.3,22.4,0.9,4,24.6,21.0,23.4,25.8,1.2
226,65-74,Separated,6.5,6.0,7.4,5.5,0.9,4,6.7,6.0,5.5,7.9,1.2
227,65-74,Never married,20.3,22.0,21.3,19.4,0.9,4,21.7,22.0,20.5,22.9,1.2
228,75-84,"Now married, spouse present",30.8,31.0,31.8,29.9,0.9,4,32.4,31.0,31.2,33.6,1.2
229,75-84,"Now Married, spouse absent",1.5,2.0,2.4,0.6,0.9,4,0.6,2.0,-0.6,1.8,1.2
230,75-84,Widowed,15.2,15.0,16.2,14.3,0.9,4,15.3,15.0,14.1,16.4,1.2
231,75-84,Divorced,15.3,16.0,16.3,14.4,0.9,4,15.7,16.0,14.5,16.9,1.2
232,75-84,Separated,-0.8,3.0,0.1,-1.8,0.9,4,-2.5,3.0,-3.7,-1.4,1.2
233,75-84,Never married,7.0,4.0,7.9,6.0,0.9,4,8.7,4.0,7.5,9.8,1.2
234,85-99,"Now married, spouse present",2.7,5.0,3.7,1.8,0.9,4,2.2,5.0,1.0,3.4,1.2
235,85-99,"Now Married, spouse absent",0.9,1.0,1.9,-0.0,0.9,4,0.8,1.0,-0.4,2.0,1.2
236,85-99,Widowed,11.7,13.0,12.6,10.7,0.9,4,11.8,13.0,10.6,12.9,1.2
237,85-99,Divorced,0.9,4.0,1.9,-0.0,0.9,4,0.8,4.0,-0.4,1.9,1.2
238,85-99,Separated,-0.9,0.0,0.0,-1.9,0.9,4,-0.7,0.0,-1.9,0.5,1.2
239,85-99,Never married,-1.1,0.0,-0.2,-2.0,0.9,4,-1.1,0.0,-2.3,0.1,1.2
240,15-24,"Now married, spouse present",3.5,3.0,4.3,2.7,0.8,5,3.7,3.0,2.8,4.7,0.9
241,15-24,"Now Married, spouse absent",-2.9,1.0,-2.1,-3.7,0.8,5,-3.1,1.0,-4.1,-2.2,0.9
242,15-24,Widowed,0.8,1.0,1.6,0.0,0.8,5,-0.5,1.0,-1.4,0.5,0.9
243,15-24,Divorced,3.3,0.0,4.1,2.5,0.8,5,3.3,0.0,2.4,4.2,0.9
244,15-24,Separated,3.7,1.0,4.5,2.9,0.8,5,3.1,1.0,2.1,4.0,0.9
245,15-24,Never married,143.7,143.0,144.5,143.0,0.8,5,144.5,143.0,143.5,145.4,0.9
246,25-34,"Now married, spouse present",43.8,45.0,44.5,43.0,0.8,5,43.8,45.0,42.9,44.7,0.9
247,25-34,"Now Married, spouse absent",1.5,2.0,2.3,0.7,0.8,5,1.5,2.0,0.5,2.4,0.9
248,25-34,Widowed,3.1,0.0,3.9,2.4,0.8,5,3.4,0.0,2.4,4.3,0.9
249,25-34,Divorced,5.9,7.0,6.7,5.1,0.8,5,5.3,7.0,4.3,6.2,0.9
250,25-34,Separated,3.1,1.0,3.9,2.3,0.8,5,3.3,1.0,2.4,4.3,0.9
251,25-34,Never married,94.7,98.0,95.5,94.0,0.8,5,94.4,98.0,93.4,95.3,0.9
252,35-44,"Now married, spouse present",85.2,87.0,86.0,84.4,0.8,5,84.9,87.0,83.9,85.8,0.9
253,35-44,"Now Married, spouse absent",6.8,6.0,7.6,6.1,0.8,5,6.6,6.0,5.6,7.5,0.9
254,35-44,Widowed,1.0,0.0,1.8,0.2,0.8,5,1.8,0.0,0.9,2.8,0.9
255,35-44,Divorced,8.3,11.0,9.1,7.5,0.8,5,9.8,11.0,8.8,10.7,0.9
256,35-44,Separated,0.7,3.0,1.5,-0.1,0.8,5,1.3,3.0,0.3,2.2,0.9
257,35-44,Never married,37.3,39.0,38.0,36.5,0.8,5,37.8,39.0,36.9,38.8,0.9
258,45-54,"Now married, spouse present",76.1,77.0,76.8,75.3,0.8,5,76.1,77.0,75.1,77.0,0.9
259,45-54,"Now Married, spouse absent",5.4,4.0,6.2,4.6,0.8,5,4.4,4.0,3.5,5.4,0.9
260,45-54,Widowed,3.3,4.0,4.0,2.5,0.8,5,3.7,4.0,2.8,4.6,0.9
